surface,rooms,floor,balcony,parking,age,district,price
139,1,10,0,0,62,populaire,371285.28767192224
63,3,10,0,0,47,centre,291936.90577594494
75,2,2,1,1,67,luxe,398785.47675114643
175,6,7,0,1,6,populaire,652993.5185709195
130,4,13,0,0,46,centre,530347.0462560519
226,1,7,1,1,42,luxe,954435.4553011233
153,1,5,1,1,15,calme,626433.4944223075
127,6,8,1,0,21,populaire,452499.9037808122
208,1,11,0,0,62,populaire,666130.3221380725
167,2,9,0,1,45,calme,637447.5114224544
133,1,0,0,1,44,populaire,424331.1174395266
97,7,12,0,1,40,luxe,542899.9756867257
149,5,7,1,0,24,calme,585748.326742638
220,7,5,0,0,49,centre,932893.6158184505
56,5,0,1,0,66,luxe,274891.503194708
39,1,3,0,0,51,calme,172259.9185506608
45,6,4,0,1,30,centre,261224.86348399188
48,5,6,0,0,36,luxe,351210.4762022121
20,4,7,1,1,21,luxe,290346.3097650699
138,5,8,0,1,26,populaire,491816.1722607623
54,7,11,1,1,1,populaire,289232.4188622638
217,1,11,1,1,21,calme,833586.0419937125
248,6,5,1,0,52,centre,981831.3304685743
78,3,9,1,1,16,luxe,528458.5263978897
88,6,8,0,1,55,luxe,541687.1434855912
180,6,3,0,0,30,calme,682980.3760989009
198,6,7,1,1,42,populaire,750372.6882001477
225,4,2,1,0,71,luxe,956059.5872826567
31,2,3,0,0,52,luxe,219508.52308537476
39,7,9,0,0,4,populaire,218488.13011387753
200,1,3,1,0,1,centre,881405.5098380679
235,2,5,0,1,58,centre,860293.8353444143
62,3,14,0,0,3,populaire,266359.35098664544
145,2,8,0,1,33,luxe,650266.003463818
245,1,5,1,1,66,populaire,807746.8477380596
236,7,0,1,0,72,centre,904730.8003747837
69,7,4,1,1,5,calme,402785.6933292877
48,1,8,1,1,57,calme,272785.1691472262
204,3,4,1,1,46,centre,803088.4343922184
58,1,5,0,0,4,centre,329261.6615022609
242,3,2,0,1,60,centre,893946.3338888804
203,3,7,0,0,55,populaire,666318.2327511002
190,1,9,1,0,34,calme,753383.2739582611
197,5,10,0,0,12,centre,856205.8802973231
170,7,12,1,1,25,luxe,836645.2616616944
191,3,3,1,1,63,calme,698332.5083702982
57,1,3,1,1,78,populaire,166556.8269945176
103,5,10,1,0,10,luxe,565878.2816423969
170,7,11,1,1,61,populaire,626602.6914201326
147,3,4,1,0,79,centre,556456.3813709497
145,7,13,0,0,46,centre,632151.329213253
64,5,9,1,1,69,centre,320500.54316474346
71,7,14,0,1,74,luxe,393459.11222310225
99,4,8,1,0,57,centre,487063.31633364403
197,6,12,0,0,9,calme,829127.750662988
143,4,7,1,1,15,centre,651880.841993097
138,5,6,1,1,11,calme,586843.4398201474
27,3,4,0,1,70,luxe,268589.8926183639
104,1,8,1,0,49,populaire,350027.85309893196
148,2,8,1,1,14,populaire,535538.6817189063
27,1,9,0,1,58,calme,139724.8922198271
176,7,9,0,0,69,luxe,787421.6324632221
115,2,1,1,0,61,calme,422529.3679691724
121,2,3,0,1,71,centre,504359.42645685736
24,7,7,0,1,61,centre,222031.16142427566
105,7,12,1,1,49,centre,553117.396314618
194,3,13,0,0,76,populaire,693985.0168250174
53,5,0,1,1,53,calme,275008.27484426583
212,1,12,0,0,53,luxe,943542.1729837225
74,5,14,1,1,27,calme,420827.5577393785
138,4,4,1,0,50,calme,528627.6052773192
237,3,7,1,1,73,calme,830083.0288832008
190,3,1,0,1,32,centre,801126.870164921
221,4,1,1,1,0,centre,891744.7365824833
177,1,12,0,0,68,calme,630157.5436312119
133,6,7,1,0,0,centre,656173.8541195194
229,4,9,1,0,54,populaire,768314.7961656596
164,1,11,1,0,44,centre,638105.4050863863
45,2,8,0,1,72,populaire,89578.32320100666
155,7,6,1,0,79,populaire,602439.5085556656
66,3,7,1,0,39,calme,313032.969953088
132,1,4,0,1,60,calme,458291.874520266
95,5,0,1,0,35,centre,396294.64878557227
238,7,3,1,1,23,luxe,1044849.0920865806
91,5,14,0,0,79,calme,338653.4380712799
108,7,1,0,0,13,populaire,400352.03173441533
65,3,2,0,1,74,populaire,211256.79032310142
215,4,11,1,1,0,centre,887175.2288721754
52,6,2,0,1,46,populaire,232619.78956759087
20,4,8,1,1,75,calme,71804.5146819333
166,1,12,1,0,20,centre,687750.2669594138
50,4,14,0,0,72,centre,230115.65621454414
227,3,9,0,1,38,luxe,1004338.0640789901
161,1,14,1,1,2,centre,757713.2925508149
72,2,3,0,0,15,luxe,437263.383269504
67,4,1,0,1,67,calme,282777.85364701663
88,4,2,1,0,25,populaire,313941.2126991025
124,6,2,0,1,53,calme,545238.2435291957
109,1,13,0,1,12,centre,475481.08272020123
209,5,6,0,1,60,luxe,916914.1531151519
239,4,7,1,1,19,populaire,919038.3035519565
213,3,12,0,0,26,centre,880984.2251060259
211,4,10,0,1,1,calme,873363.2276442501
217,6,12,1,0,9,centre,944547.2802995659
82,2,5,1,1,59,luxe,469766.2571026752
92,6,3,1,1,18,calme,441013.953857739
180,4,5,1,0,14,centre,803800.9795056805
188,5,12,0,1,46,luxe,917709.5283226282
108,7,10,1,0,23,centre,484544.3628906145
195,4,0,1,1,15,luxe,880681.8687952993
32,1,12,0,0,59,centre,133528.13472255116
92,4,9,1,1,79,calme,356423.9993256171
96,5,7,1,1,48,calme,430715.42329891457
178,1,0,0,1,3,calme,704130.4396217006
222,3,14,1,1,65,calme,840045.5293699745
87,1,4,1,1,48,calme,368570.1886710386
117,6,1,0,0,30,populaire,399400.7935695368
144,2,14,0,0,65,centre,554856.5778945835
121,6,5,0,0,53,calme,499878.24618695717
151,7,8,0,1,1,populaire,603578.7422215272
121,1,4,0,1,60,populaire,342828.865313498
38,3,3,0,1,14,centre,321952.48439305206
217,4,13,0,0,59,luxe,944646.4901945728
245,1,1,0,0,42,centre,912391.8702945507
101,6,11,0,0,39,centre,503269.4523011895
160,1,2,0,1,29,luxe,727519.8532316727
42,1,5,0,1,62,luxe,227354.64732490276
102,1,7,0,0,23,calme,402596.40601620404
128,3,13,1,0,43,luxe,604298.4143693269
94,5,7,0,0,13,luxe,533387.1016135523
148,5,4,0,0,27,centre,641130.9905841454
107,1,4,0,1,13,centre,508063.32318397023
73,3,9,0,0,55,centre,298925.8735704708
218,3,13,0,1,33,luxe,927525.7704562023
108,7,12,1,1,77,populaire,395774.62716855214
232,1,2,1,1,11,calme,933925.6253824882
162,6,14,1,1,55,centre,704096.100333157
84,6,6,1,1,60,populaire,337047.41041279264
95,2,14,0,1,60,calme,378824.3224441637
218,1,12,1,0,39,centre,841142.2498906291
162,2,5,1,0,19,populaire,577033.213367749
168,6,14,0,0,41,calme,698755.5232498184
166,6,0,1,0,6,centre,750214.6648290863
79,1,3,1,1,78,centre,293236.1200548248
112,2,5,0,0,72,populaire,340050.9761782258
236,2,10,0,1,67,luxe,1017916.3993504866
180,1,5,1,0,30,luxe,794147.325980635
68,7,10,0,0,69,centre,372926.2516892001
243,2,13,1,1,75,populaire,888713.9571749965
54,7,14,0,1,46,luxe,415919.26895940397
191,4,11,1,0,50,luxe,843641.1741229697
121,6,11,1,0,57,luxe,626394.2517299098
237,5,2,1,1,21,populaire,916118.3597579085
30,7,5,0,1,23,populaire,157226.34340796256
118,7,11,0,1,33,calme,497599.41673561523
219,7,9,1,1,62,luxe,988293.2732530261
129,3,5,0,1,59,populaire,460348.10744742973
225,2,11,0,1,18,calme,883488.0008261536
93,2,8,1,1,23,centre,466666.6048162639
213,3,8,0,1,63,calme,787343.334780412
193,2,1,0,1,19,luxe,841452.7539081756
28,3,3,1,1,26,populaire,161123.30113282462
22,7,8,1,0,57,luxe,217484.78564458672
104,1,14,0,1,43,luxe,531750.0741279256
45,4,13,0,1,64,centre,230030.94167004406
91,7,12,0,0,45,populaire,346517.9528020047
67,4,3,1,1,53,populaire,250418.5249200956
213,6,7,0,0,38,centre,876676.3753658638
217,7,9,0,1,6,populaire,845753.9256543237
175,5,11,0,0,53,calme,713217.0444143998
136,2,2,0,1,42,luxe,631167.9797258961
240,5,2,0,0,19,centre,923156.9239569249
173,1,8,0,0,24,centre,718543.2768946429
172,4,10,1,1,42,luxe,815097.8249950376
31,7,9,1,1,72,centre,210709.17098226724
152,1,7,1,0,26,populaire,546926.5043722716
245,1,0,0,0,24,populaire,806751.1191055558
67,2,9,0,0,35,luxe,415558.3173118324
56,1,13,1,1,65,centre,244153.52391467083
226,7,1,1,0,8,calme,906248.7861077272
63,7,2,1,0,78,luxe,394405.6509932914
247,4,13,1,0,52,populaire,841499.1069966606
34,7,10,1,0,20,populaire,199696.16755772792
62,5,1,0,1,49,populaire,250983.970200299
195,4,2,0,1,15,calme,765392.6190145271
106,2,7,0,0,65,populaire,331789.5530414016
89,4,10,0,1,25,luxe,492639.3877288267
65,3,10,0,1,43,luxe,490340.60319689114
127,5,11,1,0,28,luxe,653686.8297263747
142,3,13,1,0,45,populaire,512937.3433785861
190,3,5,0,1,70,calme,686960.8337578666
40,6,14,1,1,48,calme,235182.23540985442
170,7,13,0,0,14,populaire,685932.5483441792
126,2,6,0,0,16,centre,464793.8537955375
99,1,9,1,0,8,centre,406782.0438611617
66,3,14,0,0,76,luxe,372607.34766473644
136,4,14,0,0,31,calme,541968.7143542615
143,1,12,0,1,65,populaire,494861.6634454387
162,4,9,1,0,58,calme,606460.9149838467
44,4,5,1,0,31,calme,177854.5737886117
55,1,0,0,0,42,centre,238509.47308457643
222,1,10,0,0,58,calme,780960.4815631153
70,7,2,1,1,29,calme,332525.6665957528
34,4,12,1,1,10,populaire,211588.26073175657
87,2,0,1,1,79,populaire,271208.4563853632
40,7,11,1,1,25,calme,252424.58221319324
160,5,14,0,1,1,calme,651012.3462678484
233,6,9,0,1,33,populaire,871154.2859281884
38,5,11,0,0,40,centre,216309.969653719
53,2,8,1,0,30,populaire,157717.90784564585
97,7,12,1,0,62,populaire,363228.16217375256
144,6,8,0,1,54,populaire,527424.9523705677
215,7,4,1,1,60,populaire,800588.2587151524
136,1,3,0,1,35,populaire,488708.7361656834
71,6,11,1,0,39,centre,372587.84472425136
46,4,8,0,1,22,luxe,382628.71323860786
176,5,8,0,0,25,populaire,631774.0196037414
175,6,14,0,1,17,populaire,718809.0783715561
54,4,2,0,0,78,centre,209553.3327275094
155,7,4,1,1,33,luxe,788227.0653824079
163,2,2,0,0,27,calme,582687.1753661241
125,6,9,0,0,48,centre,520286.9434967055
183,4,1,0,1,63,populaire,605806.6857630046
177,7,0,0,1,70,calme,616434.8902611806
165,7,11,1,0,62,centre,732095.7727161061
21,7,9,0,1,61,calme,134310.66564297024
196,2,1,0,1,41,centre,753177.1508942136
96,1,7,1,0,23,centre,402982.2236710511
151,2,10,0,0,34,calme,602996.3241097849
109,2,7,0,0,76,luxe,497512.8040298323
108,5,2,0,1,54,calme,454525.4528261055
113,7,6,0,0,48,calme,474594.14295405324
222,4,6,1,1,76,luxe,943049.9026983316
26,6,1,1,1,58,calme,179965.87405666086
114,5,8,1,0,21,luxe,637476.9731101807
127,7,2,1,1,60,luxe,609078.2650687679
93,3,1,1,1,79,luxe,446378.18811381963
58,2,11,1,0,29,populaire,179459.01945686585
160,3,2,0,0,68,centre,623997.7292156088
178,7,1,0,1,59,populaire,649237.8239272294
90,5,14,0,0,5,centre,489543.38455856795
210,4,7,0,0,10,populaire,682493.227442383
75,5,4,1,1,23,luxe,469518.39550736104
189,4,2,0,0,78,populaire,536089.7238579363
208,4,4,0,0,50,centre,864536.9930828983
61,7,10,1,1,18,populaire,304310.5177353736
203,1,10,0,1,49,calme,726976.343718364
55,7,7,0,1,2,calme,330832.07226962637
103,2,6,1,0,2,luxe,554956.1094509101
215,5,5,0,0,30,populaire,821810.7675925641
137,4,13,0,1,46,populaire,493729.205058985
26,7,12,1,0,7,centre,278567.7894856723
73,7,0,0,0,16,centre,371707.840629573
148,5,9,0,0,44,populaire,585284.9965892462
191,5,0,0,0,59,centre,786671.2012489163
139,4,0,0,1,74,calme,453816.3061352122
192,6,13,0,1,20,calme,823610.0898106874
125,3,9,1,0,69,luxe,594941.3436177045
66,2,13,0,0,20,calme,273724.206348367
142,2,7,0,0,57,centre,524201.3973750373
160,6,7,0,1,54,centre,619099.5092826003
138,1,13,1,1,27,centre,626281.6956199826
169,6,6,1,1,74,centre,663717.5285252482
137,1,5,1,1,45,populaire,478795.53421350755
40,1,3,0,1,43,populaire,80347.1716965217
233,6,0,0,0,24,populaire,795641.8446966449
239,2,14,0,0,70,populaire,796007.6141755343
156,3,14,0,1,48,calme,653518.4867354989
45,2,8,0,1,45,centre,225474.22024302604
28,7,14,1,0,62,calme,187224.24951228712
34,2,0,0,1,76,centre,166086.39540916035
29,2,3,0,0,11,populaire,94137.08751028248
235,6,2,1,1,77,calme,893794.454536555
141,6,6,1,0,56,centre,604988.9296663392
140,7,4,1,1,72,populaire,458758.8007146981
144,7,4,1,0,63,luxe,723139.6708252368
189,6,3,1,0,30,centre,804346.680764861
91,2,0,0,1,3,luxe,499103.4756134488
171,3,4,0,1,53,centre,653515.0802523943
227,1,3,0,1,64,populaire,735546.2345962883
68,5,13,0,1,5,calme,395221.09622999956
173,1,9,0,1,64,centre,629572.9744987678
110,7,12,1,0,21,luxe,597820.758626362
56,7,7,0,1,16,populaire,261437.40989475162
87,1,1,0,1,58,centre,310280.7334382787
69,5,7,1,1,28,luxe,433378.84549318376
171,2,0,1,1,66,centre,659224.5958140485
38,3,12,0,0,16,luxe,247458.17269095525
119,3,3,0,1,1,centre,544283.130158571
79,1,2,1,1,31,calme,295057.23007142823
186,5,4,0,1,21,calme,783490.8678627514
221,7,12,1,1,57,calme,868866.3396117869
108,4,4,0,0,52,calme,436151.5536955066
165,2,4,1,0,46,populaire,566076.3312623266
166,1,11,1,0,3,calme,641331.1872152616
183,3,3,1,0,37,centre,745057.137334622
221,7,7,0,0,12,populaire,876506.7174736478
244,6,2,1,1,60,centre,974488.7449408303
202,6,11,1,0,63,luxe,880348.8928325551
88,5,3,0,0,76,calme,339418.1883682582
194,5,0,0,1,32,centre,811525.6971225543
68,1,6,0,0,37,centre,291912.57435358275
246,4,0,1,0,28,centre,880869.4293879163
127,3,14,1,0,60,luxe,580769.9826849321
245,1,1,1,0,31,luxe,964367.9489895243
180,4,10,0,1,10,luxe,849295.0488397804
138,7,6,0,0,17,centre,663289.1974435889
168,5,0,1,0,44,luxe,773625.2363214132
228,6,10,0,0,20,calme,883064.2572339533
169,2,2,0,0,11,luxe,762362.5337907132
195,7,12,1,0,19,luxe,921905.9900144859
56,6,5,1,1,6,centre,390615.91124131193
162,3,5,0,0,70,centre,634285.0476489912
182,3,5,1,0,1,centre,810066.5837606009
239,6,10,0,1,42,centre,970321.447341309
218,7,12,0,1,20,calme,843064.7395935331
179,6,1,1,0,28,centre,715747.762695757
30,4,1,1,1,31,populaire,131523.00770458122
157,1,5,0,0,44,populaire,497434.16071067005
220,5,9,0,0,75,centre,864663.8137206306
97,4,4,1,0,76,centre,437623.61463336274
96,2,13,0,0,58,calme,365084.83510623686
204,6,6,0,1,2,populaire,746505.0882444644
172,2,6,0,1,38,luxe,782858.6206859091
21,2,4,0,1,50,calme,119874.17753461111
83,4,7,0,1,7,luxe,526542.2572054584
54,5,9,1,0,45,centre,285253.60322513443
26,7,5,0,0,65,populaire,175423.30686151687
104,3,14,0,0,5,luxe,514638.7169189928
165,1,4,1,1,57,populaire,556304.235941346
86,3,3,1,0,40,luxe,483438.53587612894
61,5,6,1,0,78,calme,277301.71837347344
137,3,3,0,0,53,centre,542786.954143002
144,6,4,0,1,75,populaire,515633.4795450433
186,6,4,1,1,40,calme,781151.4786845772
188,4,0,1,1,47,populaire,669237.1304190431
222,2,14,1,1,69,luxe,947858.3597319764
43,5,0,1,0,26,luxe,358737.20456962066
207,5,2,1,0,46,centre,828141.9351612187
65,3,14,0,0,76,luxe,399516.45087697427
38,4,13,1,0,22,centre,301924.6698051849
87,3,10,0,1,73,centre,372310.20903673786
237,3,2,0,0,13,calme,868948.857936499
121,5,1,1,0,60,centre,533697.9667975192
61,3,11,1,1,66,calme,277079.5039695823
51,2,1,1,0,75,populaire,102712.58816994498
186,3,5,1,0,24,luxe,817609.7771925969
128,2,12,1,1,64,luxe,632446.0693948912
55,5,0,0,1,23,luxe,375550.69915589003
248,4,5,1,0,52,centre,1004375.4935223514
116,6,4,1,0,72,calme,427066.0831940579
183,2,5,0,0,49,calme,646469.0347922684
150,4,4,1,0,0,calme,600092.0035987477
92,4,6,1,0,38,centre,394430.517072104
155,2,0,1,1,73,luxe,650615.2205754028
116,5,12,0,0,43,luxe,571742.2476483126
142,1,2,1,0,4,calme,549405.2286627805
89,4,5,1,0,67,centre,324556.68306571414
188,4,0,1,0,71,luxe,756195.5699989237
215,5,12,1,0,79,centre,847896.4575856345
32,5,10,0,0,64,populaire,76928.40926195859
68,3,10,1,0,78,populaire,236239.31584453036
79,5,6,0,0,14,centre,397252.3035961064
149,4,3,1,0,49,populaire,531271.8293964835
207,2,2,1,1,5,luxe,917339.2532855987
24,1,9,1,1,65,calme,149463.68748730447
191,7,8,0,0,68,centre,696490.8506795444
46,3,0,1,0,38,populaire,151199.08732080576
179,7,7,1,0,28,calme,783412.4515565682
168,2,0,0,0,45,luxe,669285.7600942343
27,1,12,1,0,30,luxe,286068.27726958576
249,1,13,1,0,23,centre,991252.7050306081
219,1,4,1,1,14,calme,802675.4177372397
69,6,9,1,0,75,luxe,419943.52889344824
86,2,7,0,1,19,centre,426229.1475587846
63,3,5,0,1,3,populaire,254763.6353976293
144,3,6,0,1,57,calme,583241.587401792
77,1,10,1,1,76,luxe,438590.513686268
22,2,7,1,1,60,populaire,90447.64013015306
105,6,12,1,1,9,calme,559552.9497681005
89,1,5,1,1,40,calme,342145.13302711106
149,5,10,0,1,52,calme,583805.2443492707
234,7,5,1,1,70,luxe,994231.0321834817
191,3,10,0,0,75,calme,668169.2161945424
21,7,5,1,0,47,populaire,86742.18607682691
121,4,4,1,1,14,luxe,638426.214735822
228,1,7,0,1,6,calme,864439.9769667551
54,5,12,1,1,71,populaire,174371.37118963708
117,3,1,0,0,70,luxe,545313.3625552
234,7,6,0,0,42,calme,872729.508008218
49,6,14,1,1,3,centre,418731.7215743897
135,2,3,0,1,50,centre,572703.7737734911
27,3,0,0,1,70,calme,79155.2600822518
169,7,12,1,1,58,centre,741902.9154900856
63,2,4,0,1,40,luxe,336025.4505116652
205,7,2,0,1,60,calme,829725.4700851005
55,2,3,1,0,29,populaire,184651.57897071078
216,6,6,0,0,17,centre,890000.5656034156
96,6,4,1,0,29,calme,436629.7023384938
240,1,13,0,1,6,luxe,1034826.1423842494
50,1,14,1,1,51,calme,217232.94656586047
66,3,3,1,0,47,populaire,212113.4246055897
74,6,0,1,0,22,populaire,329628.8814098055
227,5,5,1,1,36,calme,876802.6012070787
125,7,10,1,0,70,calme,554316.3917456612
209,7,9,0,0,52,calme,793337.9531703079
177,7,5,1,0,44,calme,715892.2766781461
140,3,6,1,0,48,luxe,707832.2097249135
74,7,0,0,1,48,calme,357935.27188752074
163,4,13,1,1,46,luxe,786118.6538559014
31,2,3,0,1,24,calme,190107.18591147283
164,7,11,0,1,26,luxe,839964.7008235068
163,2,8,1,0,11,populaire,565396.6368987123
159,1,14,0,0,22,centre,667449.5225377623
155,7,11,0,0,16,calme,666239.1736037883
231,5,13,0,1,43,calme,836507.6728464041
22,6,9,1,1,70,populaire,107435.59385392616
163,6,5,0,1,23,centre,687796.0935535381
49,1,1,1,1,70,populaire,131875.11677394607
42,4,3,1,0,59,populaire,158528.74946020846
111,3,5,0,1,52,calme,408477.5795748007
134,3,3,1,0,73,calme,483437.33617728564
123,5,14,0,0,15,populaire,460726.82158886874
137,1,9,0,0,24,calme,557733.3954063533
24,1,6,1,1,65,calme,99504.3889896493
231,4,11,1,1,49,calme,903014.7267107815
123,7,12,1,0,68,centre,570441.2283388714
127,3,2,0,0,77,centre,504290.9683764991
84,7,5,0,1,39,calme,365933.3741177498
140,1,12,0,1,5,populaire,511368.60688457184
49,7,14,1,1,63,centre,369542.53428241546
168,6,11,0,1,27,populaire,642533.821703815
103,5,3,0,0,8,luxe,589412.1536451469
217,3,2,0,0,5,luxe,1000239.5325546096
169,4,11,0,0,16,calme,675473.3537935159
229,5,2,1,0,39,populaire,836435.0738954417
219,2,13,0,0,75,populaire,746111.3972749859
51,6,1,1,0,44,luxe,320744.634108745
180,4,10,0,1,42,centre,760056.4805417586
35,5,2,0,0,45,populaire,156598.47086536145
223,1,12,0,1,62,populaire,705160.5087368867
57,2,11,1,1,0,centre,353081.0086463492
245,4,13,1,0,58,calme,923936.4982753195
161,1,9,1,1,62,luxe,711518.084727346
55,6,0,0,0,78,populaire,148472.5793621472
244,2,14,0,0,17,calme,891675.3397547635
170,3,2,1,1,64,calme,651561.3106492191
133,1,8,0,1,19,calme,510131.94313698926
85,5,3,0,1,55,centre,376887.8851990327
124,7,14,1,1,53,calme,497384.7945146283
104,4,2,0,1,47,populaire,318274.3038983485
21,2,7,0,1,53,calme,158838.81338816136
238,1,0,0,1,15,calme,890328.6951897363
220,3,4,1,1,19,calme,886187.5052883837
212,7,0,0,1,46,luxe,909376.0705267894
94,4,6,1,0,6,populaire,311670.60276262416
86,4,4,0,0,22,luxe,457294.39970952296
199,1,14,1,1,74,luxe,788068.4499293572
209,3,1,1,1,32,calme,785486.3402915774
170,6,11,1,1,39,calme,747517.160038715
173,7,13,1,0,4,calme,749538.7163678842
215,6,0,0,0,44,centre,891969.8540130842
229,2,10,1,1,40,populaire,833606.0932950928
74,1,14,0,1,7,centre,421989.8883588064
25,7,6,0,1,49,populaire,113199.42744470877
182,2,11,1,1,30,calme,682244.6689032118
169,6,0,0,0,3,populaire,598026.6464940922
190,7,2,0,0,65,populaire,690761.0493506686
162,4,10,0,1,55,luxe,747359.6749054904
105,2,14,0,1,4,populaire,370261.60322948516
79,3,5,1,0,53,populaire,277983.2849725769
120,5,14,0,0,79,luxe,522254.43803281226
31,6,5,0,1,0,centre,292325.70643243624
68,6,14,0,1,75,populaire,243237.83989483592
61,3,6,0,0,72,centre,284178.6415790202
185,7,10,0,0,60,centre,749577.8226965441
101,7,13,1,0,6,calme,520255.18361481116
192,7,10,0,1,29,populaire,687071.749698617
54,2,0,1,0,14,luxe,370026.86350420804
177,1,6,0,1,3,luxe,795180.5855910121
235,4,1,1,0,62,calme,868705.7130970109
177,5,5,0,0,69,luxe,751271.7464471984
225,1,12,0,0,37,populaire,737667.0029852996
153,1,7,1,1,46,centre,625352.913172717
86,3,12,1,1,59,centre,448128.46355480165
99,2,4,1,0,1,luxe,520387.2456859747
26,6,9,0,1,68,luxe,276995.3315286869
199,6,2,1,0,7,luxe,898295.8371429353
33,3,10,1,1,50,centre,171566.7069895896
92,2,7,1,0,18,populaire,335252.25654192636
162,3,7,0,0,30,populaire,677741.3082383731
168,6,3,0,1,79,populaire,534887.805278004
182,1,7,0,0,21,populaire,648756.3085985092
85,4,4,1,1,32,populaire,257365.65278024846
110,7,12,0,0,71,calme,446343.0374369728
149,2,10,0,1,36,luxe,653718.1238155755
182,5,4,0,0,11,populaire,676976.2839409065
229,5,2,0,0,68,calme,810931.7911153262
225,1,14,1,1,63,populaire,759848.5653797548
39,3,6,0,0,24,luxe,270519.9438656691
229,3,10,1,1,53,populaire,749017.0175056078
29,6,13,1,0,28,populaire,145672.9458869657
44,1,10,1,0,12,populaire,145684.33804911075
213,6,8,1,0,25,luxe,948994.3457800291
44,6,8,1,0,21,centre,293735.93340736785
73,5,0,1,1,75,luxe,390287.26144523895
52,6,0,0,1,72,centre,273565.6036761431
183,7,9,1,1,9,calme,787952.7887357866
114,6,11,0,0,47,calme,498765.53535789053
33,5,11,1,1,41,populaire,232878.7302982195
84,7,10,0,1,58,populaire,332843.88848983444
129,3,14,1,0,52,populaire,485707.5105550447
99,2,4,0,1,39,luxe,509263.08947029035
73,4,0,0,0,74,populaire,215461.5769952123
144,6,3,1,0,61,centre,594220.0069219474
199,7,11,1,1,5,calme,855424.8995714094
150,2,0,1,1,3,calme,593145.2464405962
246,5,14,1,1,54,calme,1002530.181610976
188,2,1,0,1,68,centre,741038.526597621
153,4,1,0,0,2,populaire,563154.3079674342
44,2,3,1,1,6,centre,258242.14463488595
160,7,7,1,0,11,centre,722705.265748441
136,2,1,0,1,16,luxe,681023.6286531148
245,2,13,1,0,66,luxe,1075878.1514116833
155,2,8,0,1,74,calme,566815.8001473692
168,1,14,1,1,69,centre,708763.2727183782
245,6,11,1,0,35,calme,964701.6164344526
215,5,8,0,1,16,centre,940773.4932946507
44,4,1,0,1,0,calme,193284.94893168518
98,5,0,1,1,66,calme,376170.072941615
87,1,9,0,1,79,populaire,262900.41382480203
192,1,14,1,0,77,calme,651497.0013786556
207,7,9,0,0,48,luxe,927233.6496342312
31,1,8,1,1,50,centre,200684.4033392225
51,6,14,1,0,70,calme,203333.54437383666
147,1,1,1,1,42,centre,545739.3853550429
115,2,7,0,0,30,calme,456489.2166289088
111,5,13,0,0,23,luxe,557087.7005915575
160,3,2,0,0,36,populaire,524283.25260812417
50,4,0,0,1,64,populaire,169928.3624423969
97,1,10,1,0,62,centre,400043.35880187195
39,5,0,0,0,55,calme,158810.41126715476
165,7,9,0,1,73,luxe,716995.4476673835
240,1,1,0,0,17,centre,959994.391817853
79,6,6,1,1,64,populaire,323659.714908532
210,1,11,0,0,28,centre,799671.5356172841
153,1,5,0,1,76,centre,552407.055285106
179,1,11,1,0,3,calme,693643.4542741673
112,7,10,1,1,11,luxe,626624.8954286375
62,1,1,1,0,55,populaire,160099.5219783766
149,4,3,1,0,47,populaire,548985.9902253805
79,5,1,1,1,18,luxe,525848.5278659215
170,6,0,1,0,25,calme,715248.1394828986
230,1,11,1,0,37,luxe,926074.7817013777
50,1,2,0,1,79,luxe,248927.76834770796
24,1,14,1,1,24,calme,201872.1131895683
230,1,3,1,0,55,calme,834524.4494307245
181,2,9,1,1,73,populaire,600462.248711989
29,2,4,1,0,27,populaire,118845.59210260838
108,3,4,1,1,60,calme,446143.5446125097
149,1,14,0,1,50,centre,563520.4339548103
145,3,6,0,1,11,populaire,470760.1416041165
30,4,13,0,1,7,calme,223610.2504515235
197,3,14,0,0,57,calme,665717.6700763496
178,5,9,0,1,22,centre,801867.5142762713
75,2,7,0,0,36,luxe,425815.43779986346
226,2,8,0,0,10,calme,845962.5745559109
220,1,11,1,0,16,centre,844027.1422940566
234,1,6,1,0,55,centre,852897.6901136142
102,4,4,1,0,52,populaire,257180.942925751
156,6,8,1,1,66,calme,672829.6105248583
118,4,7,1,1,1,populaire,486818.4803095118
168,5,9,1,0,28,luxe,787592.1785760393
92,1,8,0,0,56,luxe,497052.6017956121
175,1,9,1,1,33,populaire,594055.5202278623
209,4,7,1,0,77,populaire,697446.81523142
134,4,5,1,1,1,calme,572140.6396703335
26,4,3,0,0,74,calme,165422.94116200818
99,2,8,0,1,30,calme,403825.9188137283
163,3,11,0,1,76,luxe,722053.2885050602
116,3,8,1,0,43,populaire,452624.4892234668
23,1,9,1,1,55,centre,201028.94701875144
23,2,9,1,0,53,populaire,11742.437501180873
122,4,8,0,1,52,centre,521551.038947078
59,1,13,0,1,73,calme,227394.08797949436
36,2,9,1,0,75,calme,148813.89536381082
120,5,2,0,1,45,populaire,438452.4359278114
122,6,10,1,1,53,centre,541817.6154830415
143,2,11,0,0,30,luxe,708341.0867497436
71,7,14,0,1,23,calme,396872.8926625102
240,1,2,0,0,24,calme,889511.5513408295
71,3,10,1,0,34,populaire,300683.21440831956
183,7,5,0,1,56,populaire,672799.146582379
143,4,5,1,0,71,luxe,638230.5039225906
185,6,14,1,1,68,populaire,671610.8459054788
197,5,12,1,1,27,luxe,914749.0663088195
82,6,14,0,0,75,centre,375155.1970583038
